,Z_Rejon,POI,Czas_PrT,Czas_PuT
289,10.0,1.0,193.1635912117574,437.39963104991756
290,10.0,2.0,71.7081984349689,429.6558284493107
291,10.0,3.0,244.0076520658472,449.8339559823815
292,10.0,4.0,167.55726573975912,528.8506454821488
293,10.0,5.0,127.6459286529579,404.16750791016733
294,10.0,6.0,390.2230981392092,981.1847334029769
295,10.0,7.0,414.0017019610503,999999.0
296,10.0,8.0,126.54567439619414,452.0621076312614
297,10.0,9.0,63.63249641946462,265.44079842971234
298,10.0,10.0,64.74819959565752,445.55630997544654
299,10.0,11.0,92.66846091897446,276.1587585098357
300,10.0,12.0,79.39736490494353,248.18157304798885
301,10.0,13.0,81.43980285715546,89.62711258384772
302,10.0,14.0,131.70791621083217,298.52922466818904
303,10.0,15.0,84.47488277301106,276.1793407448831
304,10.0,16.0,227.0066161390491,287.96328266562654
305,10.0,17.0,59.9140516435985,196.375104734116
306,10.0,18.0,72.11799999365843,320.8071937974815
307,10.0,19.0,67.3504605266009,171.73465641854193
308,10.0,20.0,85.72303277143865,600.8705091460997
309,10.0,21.0,113.45128473482701,335.8219866248641
310,10.0,22.0,93.7498461174781,298.3873323281669
311,10.0,23.0,117.49450759621405,525.4981265868008
312,10.0,24.0,176.9180875563463,603.4363330659227
313,10.0,25.0,105.31777158260877,729.1330912933997
314,10.0,26.0,89.15425146550204,487.5819448814138
315,10.0,27.0,53.75471344443753,352.75071383806625
316,10.0,28.0,124.75777327327118,205.09105790046863
317,10.0,29.0,79.43997150241161,999999.0
318,10.0,30.0,108.98257284635318,289.71913889757883
319,10.0,31.0,80.28351225330309,417.015765290544
320,10.0,32.0,160.55870634948303,273.63023092323596
321,11.0,1.0,194.7370861993342,438.72363104991757
322,11.0,2.0,73.28169342254569,431.15782844931067
323,11.0,3.0,245.581147053424,449.70595598238145
324,11.0,4.0,168.44766794889637,530.0946454821488
325,11.0,5.0,129.06444515503796,405.66950791016734
326,11.0,6.0,391.796593126786,982.5087334029769
327,11.0,7.0,415.1666309772119,999999.0
328,11.0,8.0,128.11916938377092,454.3351076312614
329,11.0,9.0,65.20599140704141,266.76479842971236
330,11.0,10.0,66.3216945832343,446.88030997544655
331,11.0,11.0,94.24195590655124,277.48275850983566
332,11.0,12.0,80.97085989252031,249.50557304798886
333,11.0,13.0,83.01329784473224,91.00411258384771
334,11.0,14.0,133.28141119840896,300.030224668189
335,11.0,15.0,86.04837776058784,277.5033407448831
336,11.0,16.0,227.90783428162112,289.28728266562655
337,11.0,17.0,61.48754663117528,197.75210473411602
338,11.0,18.0,73.69149498123521,322.30919379748144
339,11.0,19.0,68.92395551417768,173.23665641854194
340,11.0,20.0,86.62509288203654,602.3725091460997
341,11.0,21.0,114.636983458975,337.14598662486407
342,11.0,22.0,94.64024832661536,299.6313323281669
343,11.0,23.0,119.06800258379083,527.0001265868009
344,11.0,24.0,178.49158254392307,604.9383330659227
345,11.0,25.0,106.89126657018555,730.6350912933998
346,11.0,26.0,90.57276796758211,489.0839448814138
347,11.0,27.0,55.173229946517594,354.25271383806626
348,11.0,28.0,126.17628977535125,206.59305790046864
349,11.0,29.0,81.01346648998839,999999.0
350,11.0,30.0,110.55606783392996,289.5921388975788
351,11.0,31.0,81.85700724087987,416.888765290544
352,11.0,32.0,162.1322013370598,273.50323092323595
353,12.0,1.0,194.39859799235694,439.25263104991757
354,12.0,2.0,72.62181297997847,431.68682844931067
355,12.0,3.0,245.24265884644674,450.0609559823815
356,12.0,4.0,168.79227252035867,530.6236454821488
357,12.0,5.0,127.59537020723329,406.19850791016734
358,12.0,6.0,391.45810491980876,983.0377334029769
359,12.0,7.0,415.23670874164986,999999.0
360,12.0,8.0,127.7806811767937,454.86410763126145
361,12.0,9.0,64.86750320006418,267.29379842971235
362,12.0,10.0,65.98320637625707,447.40930997544655
363,12.0,11.0,93.90346769957401,278.0117585098357
364,12.0,12.0,80.63237168554308,250.03457304798886
365,12.0,13.0,82.674809637755,91.53311258384772
366,12.0,14.0,132.94292299143171,300.559224668189
367,12.0,15.0,85.70988955361061,278.03234074488313
368,12.0,16.0,228.24162291964865,289.81628266562655
369,12.0,17.0,61.14905842419805,198.281104734116
370,12.0,18.0,72.73731706436733,322.83819379748144
371,12.0,19.0,67.51933368136453,173.76565641854194
372,12.0,20.0,85.15601793423185,602.9015091460997
373,12.0,21.0,114.68629151542656,337.6759866248641
374,12.0,22.0,94.98485289807765,300.1603323281669
375,12.0,23.0,118.35467412593454,527.5291265868009
376,12.0,24.0,177.47178299234344,605.4673330659227
377,12.0,25.0,105.66062087041723,731.1640912933998
378,12.0,26.0,89.10369301977744,489.6129448814138
379,12.0,27.0,53.704154998712916,354.78171383806625
380,12.0,28.0,124.70721482754658,207.12205790046863
381,12.0,29.0,80.26220623253987,999999.0
382,12.0,30.0,110.21757962695273,289.94713889757884
383,12.0,31.0,81.51851903390263,417.41776529054397
384,12.0,32.0,161.79371313008258,274.03223092323594
385,13.0,1.0,193.97297822283335,437.97963104991754
386,13.0,2.0,72.19619321045487,430.4138284493107
387,13.0,3.0,244.81703907692315,448.78795598238145
388,13.0,4.0,168.35894648219426,529.3506454821488
389,13.0,5.0,127.16975043770968,404.92550791016737
390,13.0,6.0,391.03248515028514,981.764733402977
391,13.0,7.0,414.81108897212624,999999.0
392,13.0,8.0,127.3550614072701,453.5911076312614
393,13.0,9.0,64.44188343054057,266.0207984297124
394,13.0,10.0,65.55758660673348,446.1363099754466
395,13.0,11.0,93.47784793005042,276.7387585098357
396,13.0,12.0,80.20675191601947,248.76157304798886
397,13.0,13.0,82.24918986823141,90.26011258384771
398,13.0,14.0,132.51730322190812,299.28622466818905
399,13.0,15.0,85.28426978408702,276.7593407448831
400,13.0,16.0,227.81600315012506,288.5432826656265
401,13.0,17.0,60.723438654674446,197.00810473411602
402,13.0,18.0,72.31169729484373,321.56519379748147
403,13.0,19.0,67.09371391184092,172.49265641854194
404,13.0,20.0,84.73039816470825,601.6285091460998
405,13.0,21.0,114.26067174590295,336.40298662486407
406,13.0,22.0,94.55152685991324,298.8873323281669
407,13.0,23.0,117.92905435641094,526.2561265868009
408,13.0,24.0,177.04616322281984,604.1943330659227
409,13.0,25.0,105.23500110089363,729.8910912933998
410,13.0,26.0,88.67807325025383,488.33994488141377
411,13.0,27.0,53.27853522918931,353.5087138380662
412,13.0,28.0,124.28159505802297,205.84905790046864
413,13.0,29.0,79.83658646301626,999999.0
414,13.0,30.0,109.79195985742912,288.6741388975788
415,13.0,31.0,81.09289926437904,416.144765290544
416,13.0,32.0,161.368093360559,272.759230923236
417,14.0,1.0,195.1325654765074,441.0476310499175
418,14.0,2.0,71.16148758169344,427.26382844931067
419,14.0,3.0,243.78174228923083,449.21995598238146
420,14.0,4.0,169.52624000450913,532.4196454821488
421,14.0,5.0,126.13504480894825,401.2975079101673
422,14.0,6.0,392.1920724039592,984.2077334029769
423,14.0,7.0,415.97067622580033,999999.0
424,14.0,8.0,127.43114477775279,454.7021076312614
425,14.0,9.0,65.00354830779432,266.54079842971237
426,14.0,10.0,66.59223496176602,446.65630997544656
427,14.0,11.0,94.52391714017489,279.8067585098357
428,14.0,12.0,81.25282112614396,251.82957304798887
429,14.0,13.0,82.08721083234772,89.94111258384771
430,14.0,14.0,132.9509658338183,299.078224668189
431,14.0,15.0,86.44385703776108,279.8273407448831
432,14.0,16.0,228.97559040379912,291.6112826656265
433,14.0,17.0,60.48501461617008,196.689104734116
434,14.0,18.0,71.2769916660823,318.41519379748144
435,14.0,19.0,66.05900828307949,169.34265641854194
436,14.0,20.0,83.69569253594682,598.0015091460997
437,14.0,21.0,115.42025899957702,339.4669866248641
438,14.0,22.0,95.71882038222812,301.95633232816687
439,14.0,23.0,116.8943487276495,524.4751265868009
440,14.0,24.0,176.0114575940584,600.5663330659227
441,14.0,25.0,104.2002954721322,724.6950912933997
442,14.0,26.0,87.6433676214924,483.1439448814138
443,14.0,27.0,52.24382960042788,348.31271383806626
444,14.0,28.0,123.24688942926154,200.65305790046864
445,14.0,29.0,78.80188083425483,999999.0
446,14.0,30.0,109.75978345095699,289.10513889757885
447,14.0,31.0,81.06072285790691,416.40176529054395
448,14.0,32.0,161.33591695408685,273.0162309232359
449,15.0,1.0,191.44161216168555,436.15963104991755
450,15.0,2.0,72.47688061691426,430.4688284493107
451,15.0,3.0,243.62450627606407,449.7099559823815
452,15.0,4.0,166.60423557291224,526.0836454821488
453,15.0,5.0,127.9564088616231,404.9805079101673
454,15.0,6.0,387.90644027390664,977.4837334029769
455,15.0,7.0,413.3231986012278,999999.0
456,15.0,8.0,127.3143565781395,452.87410763126144
457,15.0,9.0,63.7395339220887,265.4707984297124
458,15.0,10.0,64.4164909584899,445.58630997544657
459,15.0,11.0,93.02443474326219,276.1887585098357
460,15.0,12.0,79.11275668148055,248.21157304798885
461,15.0,13.0,81.0848666621005,90.44011258384772
462,15.0,14.0,132.4637471371299,299.34222466818903
463,15.0,15.0,84.19272673272407,276.2093407448831
464,15.0,16.0,224.77416808317736,285.4972826656265
465,15.0,17.0,59.30258309927549,197.188104734116
466,15.0,18.0,72.43371042400261,321.6201937974815
467,15.0,19.0,68.11914270854625,172.54765641854195
468,15.0,20.0,87.26565664018763,601.6835091460997
469,15.0,21.0,110.28122744409947,332.12198662486406
470,15.0,22.0,91.43016173862986,295.6203323281669
471,15.0,23.0,117.11136180643093,526.3111265868009
472,15.0,24.0,176.8376098149585,604.2493330659227
473,15.0,25.0,105.53684467139195,729.9460912933998
474,15.0,26.0,89.9229336474474,488.39394488141374
475,15.0,27.0,54.52339562638288,353.5627138380662
476,15.0,28.0,125.52645545521654,205.90305790046864
477,15.0,29.0,79.0568257126285,999999.0
478,15.0,30.0,108.00630860192315,289.59513889757886
479,15.0,31.0,79.30724800887307,414.32476529054395
480,15.0,32.0,159.58244210505302,270.9392309232359
481,16.0,1.0,193.23089140730426,440.5236310499175
482,16.0,2.0,72.76177085636739,429.4458284493107
483,16.0,3.0,243.62631016578368,444.7889559823815
484,16.0,4.0,169.75584687557333,531.8956454821488
485,16.0,5.0,127.9582127513427,402.45750791016735
486,16.0,6.0,390.29039833475605,984.307733402977
487,16.0,7.0,416.47480990388885,999999.0
488,16.0,8.0,128.2189592442335,454.1781076312614
489,16.0,9.0,64.0848885571736,266.01679842971237
490,16.0,10.0,65.38437792939754,446.13230997544656
491,16.0,11.0,93.74410312888429,278.0647585098357
492,16.0,12.0,80.08064365238819,250.08757304798885
493,16.0,13.0,81.08667055182009,88.79311258384772
494,16.0,14.0,132.57623854978698,298.554224668189
495,16.0,15.0,86.67735658230181,278.0853407448831
496,16.0,16.0,227.92577938583847,291.0872826656265
497,16.0,17.0,59.304386988995084,195.541104734116
498,16.0,18.0,72.43551431372221,320.59719379748145
499,16.0,19.0,68.54968488103563,171.52465641854192
500,16.0,20.0,87.69619881267701,600.6605091460997
501,16.0,21.0,114.2139355343329,338.9429866248641
502,16.0,22.0,94.7875703046915,301.43233232816686
503,16.0,23.0,117.11316569615053,524.9061265868008
504,16.0,24.0,176.7312658089831,601.7263330659226
505,16.0,25.0,105.53864856111156,728.9220912933998
506,16.0,26.0,89.93185643900698,487.3709448814138
507,16.0,27.0,54.53231841794246,352.53971383806623
508,16.0,28.0,125.53537824677612,204.88005790046864
509,16.0,29.0,77.9839345764134,999999.0
510,16.0,30.0,105.79018317215198,284.6761388975788
511,16.0,31.0,77.2550621669443,412.561765290544
512,16.0,32.0,159.08409820491698,269.17623092323595
513,17.0,1.0,193.8093728462415,439.2256310499175
514,17.0,2.0,70.96135218058852,427.2498284493107
515,17.0,3.0,243.58160688812592,448.4549559823815
516,17.0,4.0,168.2030473742432,529.4966454821488
517,17.0,5.0,125.93490940784334,401.09750791016734
518,17.0,6.0,390.86887977369327,983.0107334029769
519,17.0,7.0,414.64748359553437,999999.0
520,17.0,8.0,127.19145603067824,454.68910763126144
521,17.0,9.0,64.27827805394871,266.52779842971233
522,17.0,10.0,65.39398123014162,446.6433099754465
523,17.0,11.0,93.31424255345854,277.9847585098357
524,17.0,12.0,80.04314653942761,250.00757304798887
525,17.0,13.0,81.8870754312428,89.92811258384772
526,17.0,14.0,132.35369784531628,299.06522466818905
527,17.0,15.0,85.12066440749516,278.0053407448831
528,17.0,16.0,227.6523977735332,289.7892826656265
529,17.0,17.0,60.28487921506517,196.676104734116
530,17.0,18.0,71.07685626497738,318.4011937974815
531,17.0,19.0,65.85887288197458,169.32865641854193
532,17.0,20.0,83.4955571348419,597.8015091460996
533,17.0,21.0,114.0970663693111,337.6489866248641
534,17.0,22.0,94.39562775196218,299.03333232816686
535,17.0,23.0,116.69421332654458,524.4621265868009
536,17.0,24.0,175.8113221929535,600.3663330659227
537,17.0,25.0,104.00016007102728,724.4950912933998
538,17.0,26.0,87.44323222038749,482.94394488141376
539,17.0,27.0,52.043694199322964,348.1127138380662
540,17.0,28.0,123.04675402815663,200.45305790046865
541,17.0,29.0,78.60174543314992,999999.0
542,17.0,30.0,109.55964804985207,288.34113889757884
543,17.0,31.0,80.860587456802,415.63676529054396
544,17.0,32.0,161.13578155298194,272.25123092323594
545,18.0,1.0,194.89744254566227,440.34863104991757
546,18.0,2.0,71.50021520484052,428.1468284493107
547,18.0,3.0,241.30858308193086,447.4569559823815
548,18.0,4.0,170.10681076854775,531.7206454821488
549,18.0,5.0,124.60699395925215,399.19250791016736
550,18.0,6.0,391.95694947311404,984.129733402977
551,18.0,7.0,416.55124698983894,999999.0
552,18.0,8.0,127.76987240089987,454.0031076312614
553,18.0,9.0,64.25823809427376,265.84179842971236
554,18.0,10.0,65.84692474824547,445.95730997544655
555,18.0,11.0,93.77860692665435,279.1087585098357
556,18.0,12.0,80.5075109126234,251.13157304798887
557,18.0,13.0,81.22296885151775,89.24211258384771
558,18.0,14.0,132.20565562029776,298.38022466818904
559,18.0,15.0,86.67436176571125,279.1293407448831
560,18.0,16.0,228.83364917292565,290.91228266562655
561,18.0,17.0,59.43026223090976,195.99010473411602
562,18.0,18.0,71.18689217111292,319.2981937974815
563,18.0,19.0,66.83398051582505,170.22565641854194
564,18.0,20.0,85.76432772735743,598.6975091460997
565,18.0,21.0,115.27831776870353,338.7679866248641
566,18.0,22.0,95.69544009177868,301.2573323281669
